,index,text,language,created_at,location,fav_count,followers_count
12052,13918,This is most definitely it cheif,en,Wed Oct 24 17:12:15 +0000 2018,"Garden Grove, CA",8519,85
12053,13919,This way you can read your emails without being connected to the Internet https://t.co/IQYWy8EIbY,es,Wed Oct 24 17:12:15 +0000 2018,España,29059,3891
12054,13920,RT @ JJo7282: @DawoudHalawany very beautiful,ar,Wed Oct 24 17:12:15 +0000 2018,"Cairo, GA",6837,1621
12055,13921,"@Tedstevensirl @hoennzollern I'm finally online for the first time in 5 years, wanna play video games?",en,Wed Oct 24 17:12:15 +0000 2018,,75736,814
12056,13922,"@tenactivities This has got to be a joke, which one of you sent this.",en,Wed Oct 24 17:12:15 +0000 2018,,827,47
12057,13923,RT @ I3m_obscure: #Secure https://t.co/UPccIXpySf,und,Wed Oct 24 17:12:15 +0000 2018,,10,5
12058,13924,RT @lopp: For comparison I synced @monero 0.13.0.3 on the same machine; it took 168 minutes to reach chain tip. Monero is 65GB of data whil…,en,Wed Oct 24 17:12:15 +0000 2018,,17061,1666
12059,13925,RT @MizuAhiru: Ishtar https://t.co/ssiX4AZjHS,RT @MizuAhiru: Ishtar https://t.co/ssiX4AZjHS,Wed Oct 24 17:12:15 +0000 2018,Pixivland,112534,1443
12060,13926,"Why Every Traveler Should Visit Aarhus, Denmark https://t.co/TtBZIgCWRx https://t.co/IaYH4Vk5La",en,Wed Oct 24 17:12:14 +0000 2018,,2898,642
12061,13927,"Posing while Jeremy kyle is on tv https://t.co/PKGd2E4yjr"" #nudes #pics #horny #girls #teen 🔝🔞 Join free at 👉… https://t.co/ADaBMj0Nrd",en,Wed Oct 24 17:12:15 +0000 2018,,1473,2869
12062,13928,RT @samntita22: That’s my favorite part 🤣 @TheVampsCon @TheVampsJames @TheVampsTristan @TheVampsBrad https://t.co/edKoLAESFh,en,Wed Oct 24 17:12:15 +0000 2018,My world ,7387,1131
12063,13930,"There will come a day when God surprises you with your response to your call, and surprises you by achieving your wishes, it will be a beautiful date, you will laugh at every tear, and ... https://t.co/CAjBQpQTr1",ar,Wed Oct 24 17:12:15 +0000 2018,,97,534
12064,13931,RT @MisPerversa: When these three attractions coincide there is no turning back. https://t.co/XX1LZCznYw,es,Wed Oct 24 17:12:15 +0000 2018,,5480,597
12065,13932,"RT @MarianoGoddio: Hello, I&#39;m Dana the frog🐸. If you do not share with me before tomorrow, you will not pass the exams this week.",es,Wed Oct 24 17:12:15 +0000 2018,"Tucumán, Argentina 🇦🇷",1959,1159
12066,13933,RT @ a_a75568875: @ lil13il you miss me .. more Shawky you.,ar,Wed Oct 24 17:12:15 +0000 2018,Makkah,1,96
12067,13934,RT @ el25villero: Legalize the night mode on Instagram,es,Wed Oct 24 17:12:15 +0000 2018,"Río Cuarto, Argentina",7038,1139
12068,13936,💯💯🔥 ANGLES IN CHURCH 😱😱😱 https://t.co/xMI2euta3M,en,Wed Oct 24 17:12:15 +0000 2018,"Washington, DC USA",303,278
12069,13937,Rubiales&#39;s game against Valdés with which he touched the glory https://t.co/mQB9vS7OC0 https://t.co/48VBSHPqG2,es,Wed Oct 24 17:12:15 +0000 2018,Guatemala,63703,7553
12070,13938,"Complex: Jonah Hill totally nails '90s hip-hop quiz 💯

The quiz included trivia bits on Wu-Tang Clan, Coolio, Xzibi… https://t.co/4ihwm9VtNu",en,Wed Oct 24 17:12:15 +0000 2018,"Atlanta, GA",0,74
12071,13942,RT @JohnMcDonalds What is the best way to do this? กิน กิน นั่ง นั่ง นั่ง นั่ง นั่ง นั่ง นั่ง นั่ง นั่ง I&#39;m not sure what to do.,th,Wed Oct 24 17:12:16 +0000 2018,ประเทศไทย,1804,89
12072,13943,"RT @Uglyuseer: Mtvshoosh is some in the palace! I mean, you are surprised that you are married to what you graduated with righteousness !!! https://t.co/2OjrWLgzzK",ar,Wed Oct 24 17:12:16 +0000 2018,"mansoura,, UAE",3548,142
12073,13944,@_RayaTheGOAT24 💀💀💀,und,Wed Oct 24 17:12:16 +0000 2018,Los Angeles St nk MerCed ! BP.SGV,10233,653
12074,13945,"bro, I said earlier",in,Wed Oct 24 17:12:16 +0000 2018,Indo √√,1,362
12075,13946,@ Eicgs7w8jwooqp Hello I came to find a trace left! May I have your arms?,ko,Wed Oct 24 17:12:16 +0000 2018,트윗삭제있음,82,75
12076,13947,RT @TESall: ESL TEFL TESOL Job English Teachers Needed in Guangzhou https://t.co/iMvqb1em51 https://t.co/h34uP3ugSV,en,Wed Oct 24 17:12:16 +0000 2018,,0,934
12077,13948,Life does not matter before it gets better,ja,Wed Oct 24 17:12:16 +0000 2018,時雨とこたつ,55612,255
12078,13949,'-' #WasteItOnMe,und,Wed Oct 24 17:12:16 +0000 2018,,3935,165
12079,13950,"@ miguel_1082 @SergioSarmiento He wants to see the time stopped, they wait for him in the southeast to move.",es,Wed Oct 24 17:12:16 +0000 2018,"Texcoco, México",21208,342
12080,13951,She is a good girl,pt,Wed Oct 24 17:12:16 +0000 2018,,750,145
12081,13952,@Prock_Durk Bro I just know you ain’t out here banging that lmao,en,Wed Oct 24 17:12:16 +0000 2018,"Detroit, MI  Gotham",160,1902
12082,13953,"had Pandesal and hot coffee this morning for breakfast! ah, we truly have the most delicious food!",en,Wed Oct 24 17:12:16 +0000 2018,"Manila, Philippines (not)",37,3662
12083,13955,"Ok I&#39;m leaving, crying in pain",pt,Wed Oct 24 17:12:16 +0000 2018,no seu coração,16692,1249
12084,13956,RT @JohnMcDonald Bam told each person to care differently. The people who listened to him most often were Mark Hyung and Ky.,th,Wed Oct 24 17:12:16 +0000 2018,,26804,156
12085,13958,RT @CsCantabria: 📰 Cs warning of the &quot;poor condition&quot; in which the Picos de Europa Interpretation Center of Sotama is located 👉🏻 The spokesman ...,es,Wed Oct 24 17:12:16 +0000 2018,"Ruiloba, España",35,38
12086,13959,RT @AlTurkiB: ... Historical fact calculated for the inspirational leader Sheikh # Mohammed_Ben_Rashid says Crown Prince # Mohammed__Ben_Salman .. and we are all proud 💚 https://t.co/KwQkN...,ar,Wed Oct 24 17:12:16 +0000 2018,,2463,222
12087,13960,"RT @Quoronter: Absences make time perceive differently, end their linearity and create spaces of emptiness in it. As s ...",es,Wed Oct 24 17:12:16 +0000 2018,Europe,15209,6362
12088,13961,"RT @kuwarimud: In the old days, all the Arabs were preparing in the day of the speech of Gamal Abdel Nasser and Anwar Sadat as they were great men in their time .. everyone was putting the radio ...",ar,Wed Oct 24 17:12:16 +0000 2018,المملكة العربية السعودية,6862,1164
12089,13962,RT @ARedPillReport: SINKING FAST: Poll Says Keith Ellison Now Losing Significantly To GOP Challenger In Minnesota https://t.co/OZoTDi6YaZ,en,Wed Oct 24 17:12:16 +0000 2018,C-Town!,18942,3139
12090,13963,RT @am_akbari: I was walking in the alley. This statement that had been hijacking behind somebody had two things in front of them.,fa,Wed Oct 24 17:12:16 +0000 2018,مسافر,17002,1344
12091,13964,"@GeekySwede Telia, I&#39;ve only had problems once in a while",sv,Wed Oct 24 17:12:16 +0000 2018,Tyskland,35356,4513
12092,13965,@ Robermx16 Crl the guys are selling me at the price of banana manq pqp 🤦🤦🤦,pt,Wed Oct 24 17:12:16 +0000 2018,"Campo Grande, Brasil",9606,1013
12093,13966,happened to msm thing cmg when I was little KKKKK,pt,Wed Oct 24 17:12:16 +0000 2018,,6011,146
12094,13967,RT @harrisonjaime: .@realDonaldTrump you ran to be the leader for this great nation... for the 1st time act like it.  Time to end the divis…,en,Wed Oct 24 17:12:16 +0000 2018,South Carolina,1415,238
12095,13968,"RT @LaCroix: A judge asks for the arrest of the main suspect of the assassination of Bishop #Romero The new saint, Monsignor Oscar Romero, canonized ...",fr,Wed Oct 24 17:12:16 +0000 2018,"Rennes, France",3453,101
12096,13969,"Just to be clear, I absolutely support hunting for food.
I just /hate/ people that pose with the dead bodies on social media.",en,Wed Oct 24 17:12:16 +0000 2018,Scotland,14684,30
12097,13970,RT @ImTheeBrock: Me five minutes after being dramatic for no reason: https://t.co/1DZk822v8R,en,Wed Oct 24 17:12:16 +0000 2018,"Minneapolis, MN",8426,301
12098,13971,@Vincentmuzungu Not,da,Wed Oct 24 17:12:16 +0000 2018,antwerp,11291,762
12099,13972,@lovelikeusual_ stop playing on my phone I like dick 😤,en,Wed Oct 24 17:12:16 +0000 2018,"Florida, USA",6947,1562
12100,13973,RT @alverte_escribo: Thread of blank memes in case someone needs them https://t.co/mPYL5QBeIY,es,Wed Oct 24 17:12:16 +0000 2018,Por ahí,86956,151
12101,13974,@cdruffell Normani and Calvin have 2 new songs out. Lauren Jauregui has new song called expectations out plus the M… https://t.co/cvWMsaSHRZ,en,Wed Oct 24 17:12:16 +0000 2018,"Mississippi, USA",95369,1136
12102,13976,"As it breaks the balls to the journalists of River to lose the parties, later they speak of how it cries Mouth ...",es,Wed Oct 24 17:12:16 +0000 2018,Argentina,992,10723
12103,13977,"@radiojovempan @kimpkat @GugaNoblat That Guga, poor guy, is an ass! Shame on others. Look at the type of columnist who ... https://t.co/ePU8jjjmhN",pt,Wed Oct 24 17:12:16 +0000 2018,📚💉📝🍺🤘🏻,60486,1154
12104,13978,Can I send you a tickle fight scenario and you tell me who you think would win and why? — Abso-fucking-lutely https://t.co/ka9mMoskzX,en,Wed Oct 24 17:12:16 +0000 2018,she/her,42961,172
12105,13979,"RT @bessbell: ""MAGA"" is a terrorist rallying cry.",en,Wed Oct 24 17:12:16 +0000 2018,"Houston, TX",269046,1699
12106,13980,"@ snjczr326 Sorry ...! We can challenge once a day until 10/30 (Tuesday), so please join us! The next jumbo is the year-end jumbo lottery! We will release information from time to time so please have a look at the official website of the lottery ♪ ... https://t.co/zU91QoRiAD",ja,Wed Oct 24 17:12:16 +0000 2018,,0,352910
12107,13981,New batch of Super Mario Odyssey concept art https://t.co/1Fts20Om8r https://t.co/q0m6QYsBFK,en,Wed Oct 24 17:12:16 +0000 2018,,1480,85350
12108,13982,"@realDonaldTrump Weak Coward Trumps  is ""wholeheartedly"" responsible.
#TrumpViolence https://t.co/ir3AkejW0K",en,Wed Oct 24 17:12:16 +0000 2018,,17576,164
12109,13983,@ hynnc1 deeply affected the words of love. https://t.co/firwlve045,tr,Wed Oct 24 17:12:16 +0000 2018,,1160,120
12110,13988,@ Amalrik69 @AntistarJV @JVCom https://t.co/kcgEro8gZ8,und,Wed Oct 24 17:12:16 +0000 2018,Grenoble,13328,179
12111,13995,RT @John_McDonald Special Investigation Unit Special Set # T NEW TRIPLE SERIES Analytical Set Complete with Team Press Release,th,Wed Oct 24 17:12:17 +0000 2018,,17827,36
12112,13996,"RT @baraju_SuperHit: Latest Stills of #ThalapathyVijay in #Sarkar #SarkarDiwali 

@actorvijay @ARMurugadoss @sunpictures @arrahman https://…",en,Wed Oct 24 17:12:17 +0000 2018,Chennai,37368,4376
12113,13997,"If she sleeps, I also sleep - Good night (꒳ ꒳ 하기)",ja,Wed Oct 24 17:12:17 +0000 2018,,2676,214
12114,13998,@ Dar94307114 Snii,cs,Wed Oct 24 17:12:17 +0000 2018,"Buca, İzmir",593,238
12115,13999,@tos 1 https://t.co/7CtfRlOu00,und,Wed Oct 24 17:12:17 +0000 2018,横浜市でも、旧鎌倉郡の地に生息,4757,58
12116,14000,RT @lNaMaril: https://t.co/ps0bFxYcXU,und,Wed Oct 24 17:12:17 +0000 2018,日本県ジャパン市,11276,1374
12117,14001,I am glad that there is a lot of readers in the past. I am glad that I want to do it. I am very glad to have one.,ko,Wed Oct 24 17:12:17 +0000 2018,,1666,54
12118,14002,RT @John_Johnny: RT @John_McDonald 5555555555555555555555555555555555555555555555555555555555555 https://t.co/j34Etj4HKe,th,Wed Oct 24 17:12:17 +0000 2018,,47413,23
12119,14003,RT @ChanceHarbour: good morning y’all let’s get that croissant https://t.co/jsYqvuoZfm,en,Wed Oct 24 17:12:17 +0000 2018,bay area,66137,696
12120,14004,RT @BeaBAE_YOURLOVE: 181014 BOOMERANG 4k wow wow wow you are good ~~~ you are good ~ 👍🏻❤️ # camp # wow wow # wowner # greatest gift 🖇 https://t.co/xvvEhDgvkm https://t.co/ uRzMxejzuy,ko,Wed Oct 24 17:12:17 +0000 2018,판딥  ☾ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ,4049,268
12121,14005,RT @JohnMcDonalds #AimTime #DDDTH https://t.co/Ys2QoIz8a9,th,Wed Oct 24 17:12:17 +0000 2018,"ตลิ่งชัน, กรุงเทพมหานคร",1970,15
12122,14006,@ tooukanmori whistle twin band ...,ja,Wed Oct 24 17:12:17 +0000 2018,,11,7
12123,14007,RT @JohnMcNews https://t.co/caeNrnjlVg,th,Wed Oct 24 17:12:17 +0000 2018,,1324,603
12124,14008,RT @HeechulKiHijdi: I just rmbrd how heenim visited teuk when he was clinically depressed n admitted in the army n told him to buckle the f…,en,Wed Oct 24 17:12:17 +0000 2018,di ko alam.,3147,374
12125,14009,RT @mudakoff: A 64-year-old physics teacher has been taking his classes for five years and putting them on YouTube. He says that the greatest happiness for ...,ru,Wed Oct 24 17:12:17 +0000 2018,Свирск,1153,58
12126,14010,Lord ask you the best of this day and the best after it ♻️ https://t.co/d3AbDtSagv,ar,Wed Oct 24 17:12:17 +0000 2018,,6,256
12127,14011,"RT @KalaBria_H: @FLOTUK She didn’t, she knew what Spice was doing but everyone’s taking it the wrong way lol",en,Wed Oct 24 17:12:17 +0000 2018,London/Coventry,77023,2962
12128,14012,RT @John_McNews: I do not know what you&#39;re talking about.,th,Wed Oct 24 17:12:17 +0000 2018,"ปากเกร็ด, ประเทศไทย",14035,240
12129,14013,QC: Noon update: Another sunny afternoon https://t.co/7fkA2sPj9o,en,Wed Oct 24 17:12:17 +0000 2018,Illinois,0,352
12130,14014,"If a once-exciting project has lately become energy sapping, i... More for Cancer https://t.co/C0r3PD1V2P",en,Wed Oct 24 17:12:17 +0000 2018,,7124,2104
12131,14015,RT @lifebizzles: Follow everyone who retweets and likes this 🚗,en,Wed Oct 24 17:12:17 +0000 2018,the|HIGH|road,18336,2492
12132,14016,@gegeomaia Everyone knows jkkkkkk,pt,Wed Oct 24 17:12:17 +0000 2018,"Iturama, Brasil",562,288
12133,14017,RT @AtoningRogue: Relationship goals https://t.co/Ay5tc7jUWu,en,Wed Oct 24 17:12:17 +0000 2018,4 privet drive little whinging,6095,279
12134,14018,"RT @ II0l__: &quot;You are a different friend, but you are a shoulder.&quot;",ar,Wed Oct 24 17:12:17 +0000 2018,تناقض*,1847,1755
12135,14019,@ahmetVdevrim @Akparti @herkesicinCHP @MHP_Bilgi @iyiparti Cuts rotating handle turns day income calculator! Of course EYT m https://t.co/Pnm0bWH2aj,tr,Wed Oct 24 17:12:17 +0000 2018,,1239,865
12136,14020,Long everything to have you back 😢 - Not even born dnv ✌️ https://t.co/n5Oe8eiwLa,pt,Wed Oct 24 17:12:17 +0000 2018,,2214,383
12137,14021,"RT @CesarRomeroC: Attorney Pérez: In the house of Vicente Silva Checa, information on the investigation of the case #LavaJato in the Cong ...",es,Wed Oct 24 17:12:17 +0000 2018,AZPITIA,21,258
12138,14022,350.) &#39;The first thing you can think of Him?,tr,Wed Oct 24 17:12:17 +0000 2018,,0,0
12139,14023,"Ok what the heck is going on, I've seen two of the cast of Heathers while walking around London, this is one of the… https://t.co/IUq8iC6HyH",en,Wed Oct 24 17:12:17 +0000 2018,Ireland,34315,747
12140,14024,"RT @AlTrendAlsaudi: 🎁 The gift of the reactionaries went to the song [@__ 15ii] God willing, I will choose the choice and the luckiest of those who are not lucky .. ️🙏",ar,Wed Oct 24 17:12:17 +0000 2018,"جدة, المملكة العربية السعودية",12522,621
12141,14025,"RT @tedcruz: Violence is never OK. Reports of bombs sent to the homes of Obama, Clinton, and Soros are deeply, deeply disturbing. America i…",en,Wed Oct 24 17:12:17 +0000 2018,,26532,572
12142,14026,"RT @TruthLostInUS: @HawleyMO JOSH HAWLEY ENGAGED IN CAMPAIGN FINANCE VIOLATIONS WITH the NRA!
#NOtoHAWLEY #YEStoMCCASKILL
 https://t.co/W7Q…",en,Wed Oct 24 17:12:17 +0000 2018,United States Missouri,2289,425
12143,14027,Wael Gomaa: I did not wish Ahli to face Esperance in the final .. https://t.co/qFdXUuUia2,ar,Wed Oct 24 17:12:17 +0000 2018,Tunisie,0,109
12144,14028,"Orange bad man responsible for #SuspiciousPackages ...
#narrative  #OctoberSurprise",en,Wed Oct 24 17:12:17 +0000 2018,Lygaf USA,12310,1220
12145,14030,Hold Guild,es,Wed Oct 24 17:12:17 +0000 2018,buenos aires kid,1196,338
12146,14031,Greetings to Hacı Bekir Bey,tr,Wed Oct 24 17:12:17 +0000 2018,,40912,2652
12147,14032,"RT @MundoLeitte: From 4 to 6 of January the city of Marcelino Vieira, in the interior of Rio Grande do Norte, is in a carnival mood. It is that the ...",pt,Wed Oct 24 17:12:17 +0000 2018,(br),1319,12885
12148,14033,"RT @docedobts: BTS: AND THEN, MY SWEETS, YOUR MALES FINALLY CAME HOME! WERE YOU SAFE? ... Hey, where&#39;s Elxs? Armys: https: //t.co...",pt,Wed Oct 24 17:12:17 +0000 2018,Neverland,23204,504
12149,14034,LOL. This your debate won't sell here. Go to facebook,en,Wed Oct 24 17:12:17 +0000 2018,"The Middle Belt, Nigeria🇳🇬",1384,21854
12150,14035,RT @danbloom1: 'Let us out'? https://t.co/N7vKvx8U8O,en,Wed Oct 24 17:12:17 +0000 2018,United Kingdom,6579,374
12151,14036,@caarosacco @feederoman What does he say that he likes old and peeled? Mamita callenla a little bit,es,Wed Oct 24 17:12:17 +0000 2018,Argentina,16739,375
12152,14037,"RT @JordanUhl: When reporting on bombs being sent to prominent Democrats and a major news network, every single report has a moral obligati…",en,Wed Oct 24 17:12:17 +0000 2018,"Clermont, FL",50771,4096
12153,14038,RT @ mohammed0102002: After the speech of Ordgan America identified 21 people and Trump sells Ibn Salman spoke of it as a stupid operation and cover up the ugliest spoke of the involvement of ...,ar,Wed Oct 24 17:12:17 +0000 2018,,2097,12474
12154,14039,Ladies how many off this list have y’all heard? 1 and 2 🙄 and let’s not get started on 4 and 6 🤦🏾‍♀️ https://t.co/EyEOeybnKc,en,Wed Oct 24 17:12:17 +0000 2018,,1592,270
12155,14040,RT @BTS_twt: bye~💜 https://t.co/frBfxdDLuD,und,Wed Oct 24 17:12:17 +0000 2018,,6111,52
12156,14041,"if we separate army into sub groups, it would be like this: -army piola q streams, is calm but knows how to use valid arguments ... https://t.co/6RFrOT6VnF",es,Wed Oct 24 17:12:17 +0000 2018,skereando,4523,863
12157,14042,"@CPMV_71  Collinda, look at Her Majesty's warm smile, bless her, both Royal parties seemed to have a lovely friends… https://t.co/ASGbGxSxNd",en,Wed Oct 24 17:12:17 +0000 2018,Swaffham Norfolk,13391,483
12158,14050,RT @BuzzFeedBen: So what if a large share of all the problems on the internet are about Baby Boomers being on Facebook :/ https://t.co/xzPf…,en,Wed Oct 24 17:12:18 +0000 2018,Los Angeles,86612,777
12159,14051,It is fascinating that Kumamon is getting eaten by a rice glue maker with a glove glove ... He is loved by the god of laughter,ja,Wed Oct 24 17:12:18 +0000 2018,会長の部屋.com,8,41
12160,14052,RT @ mofmofclub: Punching https://t.co/LGi 6 QUMTv 9,ja,Wed Oct 24 17:12:18 +0000 2018,日本 東京,1600,82
12161,14053,RT @ bakugassyuukoku: Contest with the recording of the movie! ww https://t.co/2JC3hHI6PV,ja,Wed Oct 24 17:12:18 +0000 2018,,7051,558
12162,14054,RT @jimins_jamjar: Hoseok when he lands in Korea but the FBI is his escort #HoseokGoingToJailParty https://t.co/II1HXmU8Jl,en,Wed Oct 24 17:12:18 +0000 2018,,7810,14
12163,14055,@JshDngnn Sama akoooo,tl,Wed Oct 24 17:12:18 +0000 2018,,70,10
12164,14056,damn you umobile you really are bad luck,in,Wed Oct 24 17:12:18 +0000 2018,,1956,499
12165,14057,RT @verytanoshii: I still do not know whether it is Wiggo → Nagao Wigoo or Nagai Wie,ja,Wed Oct 24 17:12:18 +0000 2018,フォロー気づかない,10080,85
12166,14058,"The trade union law was submitted before the Second World War, but it did not come into effect, after the Great War, there were policies of the Allied Powers, and it was established. In that person, formation was &quot;notification system&quot;. (Heisei 3 Ground)",ja,Wed Oct 24 17:12:18 +0000 2018,,0,256
12167,14059,ohhh the bushy pala .... HAHAHAHAH,tl,Wed Oct 24 17:12:18 +0000 2018,ph ,2801,145
12168,14060,._.,und,Wed Oct 24 17:12:18 +0000 2018,,3159,13
12169,14061,RT @mufc_affanf9: This dickhead is still clueless against spin. Another Islamabad fraudiya,en,Wed Oct 24 17:12:18 +0000 2018,"Lahore, Pakistan",448,124
12170,14062,RT @ keita095575: #EXID #Hani 🌹😊 🙏 https://t.co/pj0NNk6TLw https://t.co/aEpDNz878,und,Wed Oct 24 17:12:18 +0000 2018,,79,2
12171,14063,RT @BlogDoPim: A direct effect of paternalistic adulation to certain segments of society is the frequent assumption that any ...,pt,Wed Oct 24 17:12:18 +0000 2018,"Guarulhos, Brasil",3220,28
12172,14064,RT @ BOM33226873: Gattek Einkek Ahtlegridh 1. Impress 2. 🙇🏼️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 تعليق تعليق تعليق تعليق تعليق تعليق تعليق تعليق تعليق️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 تعليق تعليق رت رت رت رت رت رت️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 رت رت رت رت رت رت رت رت رت رت رت رت رت رت رت رت رت رت رت...........................................................................................................,ar,Wed Oct 24 17:12:18 +0000 2018,,41,7
12173,14065,@barvesen1 @thespybrief How many are there?,en,Wed Oct 24 17:12:18 +0000 2018,United States,86226,2721
12174,14066,"@ROCKMUU Olfactory madness none 😤✨ And what was the bandman&#39;s side !! I was a unit of chasing it (?), But certainly there was a band man who is excited with a story of a pro-wrestling until the morning with a launch etc. Do not mind ...",ja,Wed Oct 24 17:12:18 +0000 2018,🇯🇵Sapporo/Ω/NJPW/Z界/林檎班/etc,162406,1133
12175,14067,RT @FabSensei_: Aye son Tom was a smooth nigga. Only time he spoke English was when he was tryna get the pussy. https://t.co/p24eGzYJ0v,en,Wed Oct 24 17:12:18 +0000 2018,Melancholy,16413,160
12176,14068,RT @ jbbs88: Cancer of the Republic of Korea 🌸 Light and Shadow https://t.co/8IL8ahdzZz,ko,Wed Oct 24 17:12:18 +0000 2018,나강사,197,117
12177,14069,RT @chuukishima: kenhina is canon boys https://t.co/Dro5D5oaYJ,tl,Wed Oct 24 17:12:18 +0000 2018,"colorado, usa",10521,23
12178,14070,RT @ janklaar2: https://t.co/xJAubjpM2f,und,Wed Oct 24 17:12:18 +0000 2018,Brazil,27788,745
12179,14071,RT @ sandrasimpson97: Half dry lemon you will have in the fridge https://t.co/pC9xCjuydM,es,Wed Oct 24 17:12:18 +0000 2018,"San Pedro, Argentina",4712,975
12180,14072,RT @JibKodi: Natto &amp; Pinto - 🍂 Apple cider donut Bap! 🍂 https://t.co/H8iCZtjrVp,en,Wed Oct 24 17:12:18 +0000 2018,"Manitoba, Canada",16258,2752
12181,14074,"RT @motabalawwd: No country in modern history The effects of foreign campaigns have borne more than # Saudi Arabia, despite all that surrounds us from conflicts, wars and ends ...",ar,Wed Oct 24 17:12:18 +0000 2018,"الظهران, المملكة العربية السعودية",227,7344
12182,14075,RT @GrandioseDays: I love YouTube but where are all the relatable YouTubers at? Y'know the ones who buy a house but can't afford to renovat…,en,Wed Oct 24 17:12:18 +0000 2018,West Yorkshire,98827,14461
12183,14076,I love seeing how many people are into getting informed and voting! Our voices matter!,en,Wed Oct 24 17:12:18 +0000 2018,The Mile High City. ,4774,424
12184,14077,You say you want to find us faster on Instagram? Scan this image and BINGO! Come on over and join us. It's never be… https://t.co/c5XOqn3hdr,en,Wed Oct 24 17:12:18 +0000 2018,"106 Stockton St. Jax, Fl 32204",1850,1170
12185,14078,Yoy hanooy 😂😂😂 - bmoott😂😂 https://t.co/pS0Tg3CSH2,et,Wed Oct 24 17:12:18 +0000 2018,,1474,576
12186,14079,@ Ya7yaDa let you know from 7 to 7 💔,ar,Wed Oct 24 17:12:18 +0000 2018,his lips .,833,559
12187,14080,RT @irllk: A rule of things that make me sad and I do not feel grief,ar,Wed Oct 24 17:12:18 +0000 2018,,1170,169
12188,14081,https://t.co/Ji1Ip6i0qR,und,Wed Oct 24 17:12:18 +0000 2018,rosario,53,152
12189,14082,she's crying bc those #1 around the world 😭😭https://t.co/zFgmRT9jMv,en,Wed Oct 24 17:12:18 +0000 2018,,35353,3645
12190,14083,RT @CristinaSegui_: The title of &quot;constitutionalist&quot; of the PSOE is pure formalism. A deference of 78. Tacky reprinting of the coup of ...,es,Wed Oct 24 17:12:18 +0000 2018,,7424,550
12191,14084,"I changed my user again, it sucked? stayed but fuck is going to stay like this",pt,Wed Oct 24 17:12:18 +0000 2018,,36839,1810
12192,14085,There are some days that I think I have beautiful others that I find myself a piece of cake to understand?,pt,Wed Oct 24 17:12:18 +0000 2018,"São Paulo, Brasil",1244,1591
12193,14086,@kjinsmile I&#39;m a bit ashamed but &#39;auroramandorino,it,Wed Oct 24 17:12:18 +0000 2018,bts exo got7 nct bp sk monstax,18994,931
12194,14087,RT @nlliie: We share a cup of coffee and you love me? https://t.co/EnzJPGuB8h,ar,Wed Oct 24 17:12:18 +0000 2018,10. ,1433,263
12195,14088,RT @julibattistonii: How I would like everything to suck me a crazy egg,es,Wed Oct 24 17:12:18 +0000 2018,,3,28
12196,14089,I&#39;m more boring than you with that face😅,es,Wed Oct 24 17:12:18 +0000 2018,"Tuluá, Colombia",715,65
12197,14090,RT @orcaninjasgrb: the reason the Lucky one order theory would make sense is that Lucky one is the last exo MV where it was shown they're c…,en,Wed Oct 24 17:12:18 +0000 2018,,6,2
12198,14091,RT @saadalenizi: The kings who rule and they sit Kiyev do not? It is the Kingdom of Saudi Arabia. # Saudi Arabia_country_country,ar,Wed Oct 24 17:12:18 +0000 2018,نجد العذية,1737,300
12199,14092,"RT @billboard: .@5SOS break down their No. 1 hit #Youngblood &amp; how it fits into a ""hip-hop kind of world"" on the #PopShop Podcast https://t…",en,Wed Oct 24 17:12:18 +0000 2018,"Wakanda, East Africa 🛸",6646,993
12200,14093,RT @LizGillies: Exclusive footage of me putting my future child to bed. https://t.co/jCScUwramQ,en,Wed Oct 24 17:12:18 +0000 2018,"Minnesota, USA",34198,274
12201,14094,"RT @PastorMalafaia: WARNING! ATTENTION! I will post 2 very hot videos! The first will be an alert to evangelicals with a very serious complaint, the ...",pt,Wed Oct 24 17:12:18 +0000 2018,curitiba,16113,379
12202,14095,https://t.co/3Ro8T3kW4r,und,Wed Oct 24 17:12:18 +0000 2018,London UK,0,37
12203,14096,RT @corgierr: I woke up when I read this in the morning I just woke up https://t.co/kFYk32CVAx,tr,Wed Oct 24 17:12:18 +0000 2018,"İstanbul, Türkiye",456,32
12204,14097,@PutaFraudentino Locuron,en,Wed Oct 24 17:12:18 +0000 2018,Illa de Mallorca ,142998,13714
